LncRNA_ID	LncRNA_Name	ICLIP_EZH2_Raw_TagCount	ICLIP_EZH2_Norm_TagCount	Chrom	Strand	Start	End	Source	Length
NR_028358	TMEM30C	2	2.138	chr3	+	99904667	99909036	RefSeq_NR	319
ENST00000431459	RP3-436N22.3	2	2.138	chr1	+	173524389	173581911	Ensembl	677
ENST00000450281	AC009960.8	2	2.138	chr2	+	203482705	203483604	Ensembl	899
ENST00000366312	RP1-290I10.7	2	2.138	chr6	+	10434561	10457014	Ensembl	656
uc003jhx.2	CR613092	2	2.138	chr5	+	33162265	33162973	UCSC_kg	708
HIT000323459		2	2.138	chrX	-	153664500	153664773	HinvDB	274
ENST00000419457	RP11-97E23.3	2	2.138	chr13	-	29296522	29298158	Ensembl	1499
ENST00000457813	AC018685.2	2	2.138	chr2	-	2733679	2734729	Ensembl	368
ENST00000472104	RP11-662B19.1	2	2.138	chr8	+	28667619	28667935	Ensembl	316
ENST00000509453	RP11-774O3.2	2	2.138	chr4	+	8321902	8325590	Ensembl	492
NR_003521	WHAMML1	2	2.138	chr15	-	23187730	23208357	RefSeq_NR	3589
BC030089		2	2.138	chr18	-	30365546	30366370	predicted	844
BC127958		2	2.138	chrX	+	54381836	54382269	predicted	454
ENST00000423857	CTA-85E5.7	2	2.138	chr22	-	30501082	30501397	Ensembl	315
ENST00000446722	AC073130.1	2	2.138	chr7	+	115934988	115935247	Ensembl	258
ENST00000452634	VN2R4P	2	2.138	chr9	-	40063115	40085739	Ensembl	1422
AB175893		2	2.138	chr5	+	99091215	99091676	predicted	476
NR_027313	LOC150527	2	2.138	chr2	-	131294142	131307471	RefSeq_NR	2290
ENST00000356631	AL022341.1	2	2.138	chr16	-	691038	691688	Ensembl	648
uc002vvc.1	DQ655968	2	2.138	chr2	+	234684369	234688428	UCSC_kg	254
ENST00000434327	RP1-32I10.11	2	2.138	chr22	-	44809364	44810694	Ensembl	452
ENST00000401492	RP1-197L1.1	2	2.138	chr6	+	144457586	144457912	Ensembl	326
ENST00000514668	RP11-101B14.1	2	2.138	chr5	+	56416629	56418409	Ensembl	817
ENST00000433825	XX-FW83128A1.2	2	2.138	chrX	-	153562309	153563387	Ensembl	341
ENST00000449307	GS1-124K5.11	2	2.138	chr7	-	65993424	66007536	Ensembl	4742
ENST00000434926	RP1-64K7.4	2	2.138	chr20	+	32668954	32669754	Ensembl	230
AF086403		2	2.138	chr18	-	60052728	60053213	predicted	501
ENST00000457528	RP11-137M6.2	2	2.138	chr13	-	78173889	78180686	Ensembl	450
uc001jtm.2	BC069792	2	2.138	chr10	-	74884659	74885290	UCSC_kg	631
ENST00000449697	AC026271.1	2	2.138	chr17	+	18601366	18622349	Ensembl	757
ENST00000426187	AC073133.2	2	2.138	chr7	-	156225216	156228527	Ensembl	432
HIT000062009		2	2.138	chr5	+	9319866	9320098	HinvDB	233
uc003dwh.1	AX747913	2	2.138	chr3	+	106967787	106970300	UCSC_kg	2513
ENST00000404096	RP11-69O18.1	2	2.138	chr6	+	64567333	64567662	Ensembl	329
ENST00000417147	AC009302.2	2	2.138	chr2	+	222808941	222809331	Ensembl	390
uc010myu.1	AK308944	2	2.138	chr9	+	131963593	131972862	UCSC_kg	1956
ENST00000376445	RP13-401N8.1	2	2.138	chr20	+	25731853	25733397	Ensembl	320
ENST00000362931	AC004562.1	2	2.138	chr17	+	67982126	67982235	Ensembl	109
ENST00000411802	RP11-305E6.1	2	2.138	chr10	-	30569014	30569839	Ensembl	514
ENST00000419591	AC018502.1	2	2.138	chr3	-	10667705	10668492	Ensembl	507
ENST00000431685	C3orf50	2	2.138	chr3	+	167967728	168539123	Ensembl	1563
BC020462		2	2.138	chr19	-	54705040	54711515	predicted	715
ENST00000363373	AC122710.1	2	2.138	chr5	-	6848239	6848575	Ensembl	336
ENST00000445118	RP11-206L10.11	2	2.138	chr1	+	762987	789791	Ensembl	1571
AK054959		2	2.138	chr5	-	80700875	80703566	predicted	2076
ENST00000413500	AC023644.1	2	2.138	chr8	-	82433923	82434477	Ensembl	552
ENST00000455744	RP1-120G22.11	2	2.138	chr1	-	6264899	6265840	Ensembl	378
ENST00000506460	RP11-452C8.1	2	2.138	chr4	+	80584914	80617991	Ensembl	741
ENST00000453639	RP11-598C10.2	2	2.138	chr10	+	57228086	57228982	Ensembl	316
ENST00000475324	RP11-298O21.2	2	2.138	chr3	+	167584422	167601170	Ensembl	661
ENST00000449604	RP11-474I16.1	2	2.138	chr1	-	161607437	161608218	Ensembl	462
ENST00000411341	AC117491.1	2	2.138	chr12	+	76709530	76709828	Ensembl	298
ENST00000434938	NCRNA00106	2	2.138	chrX	-	1515319	1517852	Ensembl	357
ENST00000416634	RP5-837O21.1	2	2.138	chr1	-	94393269	94393858	Ensembl	589
NR_029416	SHMT2	2	2.138	chr12	+	57623827	57628717	RefSeq_NR	2176
ENST00000417130	AC074117.13	2	2.138	chr2	+	27678022	27678729	Ensembl	397
ENST00000508850	RP11-77P16.1	2	2.138	chr3	+	130012179	130012603	Ensembl	424
NR_026558	AQP7P3	2	2.138	chr9	+	42858151	42893135	RefSeq_NR	564
ENST00000422071	RP11-142L4.2	2	2.138	chr1	+	192216634	192217077	Ensembl	443
ENST00000485185	OR9A3P	2	2.138	chr7	+	141562659	141563537	Ensembl	878
ENST00000437867	RP11-478K15.2	2	2.138	chr13	+	44717728	44813010	Ensembl	266
ENST00000410175	AC109471.1	2	2.138	chr5	-	124686560	124686824	Ensembl	264
NR_028130	CFL2	2	2.138	chr14	-	35179587	35184029	RefSeq_NR	3124
G36687		2	2.138	chr8	+	124264671	124265088	predicted	417
ENST00000434308	AC007967.4	2	2.138	chrY	-	8839791	8842136	Ensembl	558
ENST00000444599	RP11-366O20.5	2	2.138	chr9	-	127956927	127958101	Ensembl	854
G30803		2	2.138	chr7	+	127733911	127734203	predicted	292
ENST00000412262	RP11-542K23.9	2	2.138	chr9	+	125233636	125238096	Ensembl	258
ENST00000415266	AC012087.1	2	2.138	chr3	+	24597324	24597950	Ensembl	626
ENST00000450674	RP5-1018A4.3	2	2.138	chr6	+	66191207	66191981	Ensembl	420
ENST00000512572	CTD-3080P12.3	2	2.138	chr5	-	1175511	1178709	Ensembl	1023
ENST00000419107	RP11-472F19.1	2	2.138	chr1	-	78782840	78782947	Ensembl	107
ENST00000433885	RP11-255J3.3	2	2.138	chr9	-	2900319	2900804	Ensembl	485
ENST00000495231	RP11-434O22.1	2	2.138	chr14	-	35209541	35210039	Ensembl	498
ENST00000366365	C17orf86	2	2.138	chr17	+	75084949	75086180	Ensembl	1028
ENST00000458236	DAQB-335A13.8	2	2.138	chr6	-	29702804	29716770	Ensembl	2835
ENST00000454557	RP11-627C21.1	2	2.138	chr3	+	133889330	133889929	Ensembl	594
ENST00000452258	RP11-160N1.6	2	2.138	chr9	-	44880900	44881742	Ensembl	293
ENST00000440789	RP11-180A14.6	2	2.138	chr1	-	200872996	200884864	Ensembl	414
ENST00000515614	AC004671.1	2	2.138	chr12	+	1609690	1616484	Ensembl	2414
ENST00000424640	RP11-423O2.7	2	2.138	chr1	-	142950834	142956716	Ensembl	967
ENST00000502370	RP11-79L21.1	2	2.138	chr3	+	132575912	132576068	Ensembl	156
ENST00000424582	AP000244.11	2	2.138	chr21	-	32134999	32135200	Ensembl	201
G43568		2	2.138	chr21	-	46681710	46681810	predicted	100
NR_002599	SNHG6	2	2.138	chr8	-	67834164	67837777	RefSeq_NR	472
G31709		2	2.138	chr7	-	6443335	6443597	predicted	262
Y16708		2	2.138	chr10	+	5680861	5681145	predicted	272
ENST00000510094	RP11-357G3.2	2	2.138	chr4	+	3314238	3314577	Ensembl	339
NR_027782	PLEKHM1	2	2.138	chr17	-	43513266	43568146	RefSeq_NR	4928
ENST00000440683	AC002542.2	2	2.138	chr7	-	116827601	116827794	Ensembl	193
NR_027668	RNF170	2	2.138	chr8	-	42708439	42751866	RefSeq_NR	4062
uc002zoe.2	AL117485	2	2.138	chr22	+	18840391	18847476	UCSC_kg	3838
ENST00000365149	AC002073.5	2	2.138	chr22	-	31626056	31626158	Ensembl	102
ENST00000504072	CTD-2218G20.1	2	2.138	chr5	-	32888095	32888251	Ensembl	156
ENST00000404577	RP11-568A7.1	2	2.138	chr6	-	167622118	167622385	Ensembl	267
ENST00000422015	CICP5	2	2.138	chr1	+	222641435	222644224	Ensembl	2789
ENST00000450202	RP5-915N17.3	2	2.138	chr1	-	228636868	228637322	Ensembl	454
ENST00000448977	AC109589.1	2	2.138	chr2	-	199052525	199056245	Ensembl	518
BC052961		2	2.138	chr3	-	9430536	9438342	NRED	4283
AF086335		2	2.138	chr15	-	101610539	101611012	predicted	484
ENST00000439143	RP11-308D16.1	2	2.138	chrX	-	136029906	136030292	Ensembl	386
uc002rbr.2	CR593993	2	2.138	chr2	+	11821585	11823451	UCSC_kg	1168
HIT000066549		2	2.138	chr1	-	73444697	73444997	HinvDB	301
ENST00000443135	RP4-714D9.4	2	2.138	chr1	+	100564794	100565046	Ensembl	252
ENST00000453852	RP5-1118D24.2	2	2.138	chr1	-	12280848	12281166	Ensembl	318
ENST00000412434	AC124276.2	2	2.138	chr11	+	11985498	11985764	Ensembl	258
NR_027293	LOC96610	2	2.138	chr22	+	22652462	22677324	RefSeq_NR	2011
uc001buv.3	MTMR9L	2	2.138	chr1	-	32697261	32707311	UCSC_kg	2713
NR_024381	LOC150185	2	2.138	chr22	-	19553652	19554362	RefSeq_NR	710
ENST00000446733	RP11-550C4.6	2	2.138	chr6	-	47697562	47708477	Ensembl	197
ENST00000437346	AC009501.4	2	2.138	chr2	-	63272195	63275775	Ensembl	794
ENST00000410851	AC097105.1	2	2.138	chr3	-	130530611	130530939	Ensembl	328
ENST00000339037	AC017048.3	2	2.138	chr2	-	177494892	177502290	Ensembl	838
ENST00000411878	AF254982.2	2	2.138	chr21	+	10872118	10872429	Ensembl	311
G43127		2	2.138	chr2	-	29025365	29025634	predicted	269
uc003ihc.1	BC032916	2	2.138	chr4	-	135226556	135248601	UCSC_kg	857
ENST00000438729	RP11-753C18.8	2	2.138	chr10	-	104647630	104647945	Ensembl	315
NR_003662	RPSAP58	2	2.138	chr19	+	23945815	24010917	RefSeq_NR	1397
ENST00000436098	RP5-994D16.7	2	2.138	chr1	+	43221885	43222881	Ensembl	465
uc002zwm.2	BCR	2	2.138	chr22	+	22979652	22981151	UCSC_kg	1499
ENST00000418558	RP11-340I6.4	2	2.138	chr7	+	63303691	63303883	Ensembl	192
ENST00000442706	AC092625.1	2	2.138	chr2	-	155822024	155824515	Ensembl	393
G36793		2	2.138	chr15	+	60057430	60057848	predicted	418
NR_003135	CEP170L	2	2.138	chr4	+	119437494	119475357	RefSeq_NR	1091
BC039680		2	2.138	chr9	+	66457315	66466666	RNAdb	1312
ENST00000366394	AL035659.6	2	2.138	chr22	-	41775078	41775486	Ensembl	237
ENST00000413092	RP11-439E19.6	2	2.138	chr1	-	246918812	246919134	Ensembl	322
ENST00000494341	RP11-757G14.1	2	2.138	chr12	+	12491709	12492185	Ensembl	476
NR_003051	RMRP	2	2.138	chr9	-	35657747	35658015	RefSeq_NR	277
ENST00000452911	RP11-435M3.2	2	2.138	chr10	-	26213376	26222639	Ensembl	481
uc001uol.2	BC048997	2	2.138	chr13	+	23394480	23395170	UCSC_kg	690
ENST00000514223	RP11-496D24.1	2	2.138	chr4	-	24659733	24659998	Ensembl	265
HIT000062015		2	2.138	chr5	+	9199553	9199761	HinvDB	209
NR_003009	SCARNA8	2	2.138	chr9	-	19063653	19063784	RefSeq_NR	131
NR_003228	AFG3L1	2	2.138	chr16	+	90038987	90067195	RefSeq_NR	1941
ENST00000398777	RP11-16N2.1	2	2.138	chr4	+	62009374	62019680	Ensembl	546
ENST00000426526	AC007322.7	2	2.138	chrY	+	24086158	24087740	Ensembl	701
G43180		2	2.138	chr6	-	127708010	127708210	predicted	200
ENST00000516641	AL109945.1	2	2.138	chr1	-	32752052	32752162	Ensembl	110
uc002zob.1	GGT3P	2	2.138	chr22	-	18761201	18792992	UCSC_kg	2316
HIT000218395		2	2.138	chr21	+	39050979	39051215	HinvDB	237
ENST00000424739	AC007283.4	2	2.138	chr2	-	202027206	202027403	Ensembl	197
NR_003605	C20orf199	2	2.138	chr20	+	47894714	47905793	RefSeq_NR	695
NR_024575	RAB34	2	2.138	chr17	-	27041298	27045251	RefSeq_NR	1432
ENST00000503061	RP11-43D2.3	2	2.138	chr5	+	124052883	124053638	Ensembl	755
ENST00000449843	AC025819.3	2	2.138	chrY	-	9477857	9478325	Ensembl	468
ENST00000413490	RP11-363G2.1	2	2.138	chr13	+	23377434	23377787	Ensembl	353
ENST00000453500	AL109748.17	2	2.138	chr21	+	15211438	15211730	Ensembl	292
ENST00000492725	RP11-271K21.7	2	2.138	chr3	-	141637093	141637863	Ensembl	376
ENST00000436819	AC115115.3	2	2.138	chr2	-	113043633	113043999	Ensembl	366
ENST00000413189	RP4-781L3.1	2	2.138	chr1	-	25451543	25451945	Ensembl	402
ENST00000446401	AC104653.1	2	2.138	chr2	-	114588764	114600933	Ensembl	390
ENST00000455518	AC073869.7	2	2.138	chr2	-	132140215	132141634	Ensembl	1419
ENST00000445976	RP4-660H19.1	2	2.138	chr1	-	73214603	73364823	Ensembl	499
ENST00000344740	OR7E12P	2	2.138	chr11	-	3412009	3412982	Ensembl	973
ENST00000423298	RP11-443P15.2	2	2.138	chr3	+	185677731	185698658	Ensembl	1789
ENST00000514353	AL109917.1	2	2.138	chr1	+	1815599	1818638	Ensembl	1145
ENST00000502659	RP11-1005E12.1	2	2.138	chr5	+	69648250	69650335	Ensembl	2085
uc010lkv.1	L13779	2	2.138	chr7	+	123634981	123668753	UCSC_kg	723
ENST00000504368	RP11-622A1.2	2	2.138	chr4	+	74375927	74399845	Ensembl	370
ENST00000452836	RP11-178G16.2	2	2.138	chr10	-	75855923	75862185	Ensembl	360
ENST00000434395	RP11-34H11.6	2	2.138	chr9	+	46334291	46334508	Ensembl	217
ENST00000460287	RP11-118H4.2	2	2.138	chr1	-	226681003	226681190	Ensembl	187
BC032761		2	2.138	chr11	-	16798843	16799927	NRED	1125
ENST00000423096	AC008753.3	2	2.138	chr19	+	54278852	54279136	Ensembl	284
ENST00000364814	AP003419.2	2	2.138	chr11	+	67129884	67130179	Ensembl	295
ENST00000423733	RP3-511B24.5	2	2.138	chr20	+	39809095	39825427	Ensembl	498
ENST00000451185	RP11-156F12.1	2	2.138	chr1	-	243430558	243431421	Ensembl	558
ENST00000414048	CTA-714B7.4	2	2.138	chr22	+	35560296	35561340	Ensembl	380
ENST00000498379	CTD-2600H12.1	2	2.138	chr16	-	48368381	48368765	Ensembl	384
ENST00000483761	AP000446.1	2	2.138	chr11	-	83097976	83098159	Ensembl	183
ENST00000503537	CTD-2165H16.1	2	2.138	chr5	-	14652049	14653438	Ensembl	1389
uc003jvn.1	BC112270	2	2.138	chr5	-	68477524	68484948	UCSC_kg	436
ENST00000503772	RP11-12P19.2	2	2.138	chr5	-	24749482	24749881	Ensembl	399
ENST00000419923	POLR2J4	2	2.138	chr7	-	43980493	44056090	Ensembl	6167
ENST00000514820	RP11-93K22.14	2	2.138	chr3	+	129918550	129918761	Ensembl	211
ENST00000433233	AC007563.4	2	2.138	chr2	-	217650496	217650867	Ensembl	371
ENST00000458075	AC092662.7	2	2.138	chr2	-	156169951	156170470	Ensembl	519
ENST00000362725	AL359541.2	2	2.138	chr1	+	161669295	161669397	Ensembl	102
uc003xnb.2	tMDC II	2	2.138	chr8	+	39172181	39274895	UCSC_kg	1937
ENST00000510456	CTD-2350J17.1	2	2.138	chr5	-	15602297	15607457	Ensembl	360
ENST00000431868	GS1-541M1.2	2	2.138	chrX	-	26675407	26675624	Ensembl	217
ENST00000412409	AC007131.2	2	2.138	chr2	-	59468076	59960531	Ensembl	708
ENST00000433260	RP11-84P7.1	1	1.069	chr9	-	36303495	36304921	Ensembl	622
ENST00000430699	BX004987.3	1	1.069	chr1	+	143347969	143376699	Ensembl	943
uc003ubz.1	PMS2L14	1	1.069	chr7	-	74700329	74925201	UCSC_kg	1127
ENST00000438995	CTD-2138O14.1	1	1.069	chr5	+	23980697	23981052	Ensembl	351
ENST00000508174	RP11-234K19.2	1	1.069	chr4	+	80413569	80497614	Ensembl	2080
ENST00000384595	AL138820.1	1	1.069	chr13	-	33337575	33337690	Ensembl	115
ENST00000450941	AC022431.1	1	1.069	chr5	-	55800461	55800899	Ensembl	438
NR_024273	SEC13	1	1.069	chr3	-	10342616	10362858	RefSeq_NR	1477
ENST00000469016	RP11-373D23.1	1	1.069	chr2	-	28683122	28683228	Ensembl	106
ENST00000440788	AC007327.5	1	1.069	chr7	-	36268888	36270716	Ensembl	457
HIT000387199		1	1.069	chr11	-	1220621	1221221	HinvDB	603
ENST00000457792	RP11-452P23.2	1	1.069	chr13	-	69675963	69676188	Ensembl	225
ENST00000457344	AC007316.3	1	1.069	chr7	+	97066829	97067208	Ensembl	379
ENST00000364439	AL355881.1	1	1.069	chr6	+	134604229	134604331	Ensembl	102
ENST00000461396	RP11-95I19.2	1	1.069	chr5	-	61857685	61858043	Ensembl	358
ENST00000516002	AC097638.1	1	1.069	chr3	+	43513968	43514088	Ensembl	120
AK097637		1	1.069	chr22	-	41766434	41769233	NRED	2799
ENST00000511464	AP000867.14	1	1.069	chr11	+	71279725	71279980	Ensembl	255
ENST00000498293	RPS17P5	1	1.069	chr6	-	50824967	50825375	Ensembl	408
NR_026699	GLYCTK	1	1.069	chr3	+	52321835	52329271	RefSeq_NR	3800
ENST00000363462	Z83840.2	1	1.069	chr22	-	42044092	42044194	Ensembl	102
HIT000242541		1	1.069	chr12	+	89745417	89746278	HinvDB	862
NR_027116	LOC285768	1	1.069	chr6	-	961241	1101567	RefSeq_NR	2248
ENST00000471253	RP11-133K1.1	1	1.069	chr15	-	40604552	40605490	Ensembl	938
ENST00000365498	AC013417.1	1	1.069	chr12	-	97373305	97373407	Ensembl	102
ENST00000443410	RP11-383H17.1	1	1.069	chr13	+	98553906	98554542	Ensembl	636
ENST00000437680	AC020594.5	1	1.069	chr2	-	33780113	33788614	Ensembl	338
ENST00000506718	U66061.31	1	1.069	chr7	+	142413073	142426272	Ensembl	2762
AF309699		1	1.069	chr11	+	7870603	7871109	RNAdb	521
NR_026983	BTF3L1	1	1.069	chr13	+	77502584	77503223	RefSeq_NR	640
DQ100949		1	1.069	chr16	+	31985053	31985197	predicted	362
ENST00000442754	RP5-891H21.1	1	1.069	chr1	-	44638177	44638391	Ensembl	214
NR_003268	LOC220429	1	1.069	chr13	+	50464544	50467516	RefSeq_NR	2972
ENST00000514037	AC008984.5	1	1.069	chr19	-	54808713	54809423	Ensembl	356
G65701		1	1.069	chr7	+	16168162	16168459	predicted	297
ENST00000477993	FABP5L3	1	1.069	chr7	+	152133979	152140272	Ensembl	1027
ENST00000510421	RP11-12P19.1	1	1.069	chr5	-	24786957	24787133	Ensembl	176
ENST00000454019	RP5-1187M17.7	1	1.069	chr20	+	3091282	3097369	Ensembl	425
ENST00000441087	AC005779.1	1	1.069	chr19	-	45687583	45688190	Ensembl	303
ENST00000411297	AL357150.1	1	1.069	chr1	-	97161411	97161723	Ensembl	312
AK126481		1	1.069	chr5	+	148786440	148808237	NRED	3955
AF085981		1	1.069	chr8	+	23310387	23310787	predicted	416
ENST00000513673	CTD-2194L12.2	1	1.069	chr5	-	37899464	37920971	Ensembl	540
NR_001562	ANXA2P1	1	1.069	chr4	-	154228620	154229963	RefSeq_NR	1343
ENST00000517070	AL606468.1	1	1.069	chr1	-	212272862	212273018	Ensembl	156
G43197		1	1.069	chr12	+	42475696	42475945	predicted	249
ENST00000428263	CXorf29	1	1.069	chrX	+	30852739	30853417	Ensembl	245
ENST00000407767	RP3-406A7.3	1	1.069	chr6	+	136685266	136685600	Ensembl	334
ENST00000509010	RP11-395P13.6	1	1.069	chr5	-	124731071	124731673	Ensembl	602
ENST00000483483	RP11-654C22.1	1	1.069	chr3	+	72632520	72632686	Ensembl	166
ENST00000458527	AC011718.4	1	1.069	chr22	-	20499889	20503484	Ensembl	3595
ENST00000404428	AC019058.1	1	1.069	chrY	-	3417692	3417851	Ensembl	159
ENST00000384395	AC008158.1	1	1.069	chr17	+	60199680	60199782	Ensembl	102
ENST00000358609	RPL27AP	1	1.069	chr20	+	42281162	42281931	Ensembl	435
ENST00000444041	RP11-370B11.1	1	1.069	chr9	+	22747699	22748233	Ensembl	528
ENST00000499136	AC013283.1	1	1.069	chr12	-	98997628	99000150	Ensembl	1907
ENST00000401776	RP11-323I14__A.1	1	1.069	chr6	-	56141326	56141594	Ensembl	268
ENST00000501580	AC004066.1	1	1.069	chr4	-	106405804	106407514	Ensembl	1625
ENST00000510983	RP11-354O24.2	1	1.069	chr4	-	92806199	92806405	Ensembl	206
NR_027411	GOLGA8C	1	1.069	chr15	+	20767673	20781026	RefSeq_NR	5282
ENST00000420945	RP11-472N13.2	1	1.069	chr10	+	31893527	31895146	Ensembl	421
ENST00000426171	RP11-415H23.4	1	1.069	chr9	+	135837897	135838054	Ensembl	157
ENST00000427935	RP11-265G8.3	1	1.069	chr10	-	19780000	19780228	Ensembl	228
NR_027241	LOC388796	1	1.069	chr20	-	37049238	37064018	RefSeq_NR	1186
ENST00000427864	RP11-96F8.1	1	1.069	chr10	+	39076134	39076239	Ensembl	105
ENST00000452546	AL356259.1	1	1.069	chr13	+	19850195	19851424	Ensembl	1227
G42952		1	1.069	chr4	+	148999935	149000069	predicted	134
NR_024126	C1orf203	1	1.069	chr1	-	116948039	116961181	RefSeq_NR	905
ENST00000425440	RP11-368I23.1	1	1.069	chr3	-	168576446	168576918	Ensembl	472
NR_027407	GOLGA8DP	1	1.069	chr15	-	22702284	22715728	RefSeq_NR	5339
ENST00000413508	RP13-33H18.1	1	1.069	chrX	+	73289110	73290667	Ensembl	1182
ENST00000366385	AC090519.2	1	1.069	chr15	-	44603028	44603177	Ensembl	147
ENST00000516016	AL606463.1	1	1.069	chr1	-	73657286	73657538	Ensembl	252
ENST00000403060	RP11-134C1.1	1	1.069	chr1	-	188036449	188036656	Ensembl	207
BC042879		1	1.069	chr5	-	92745530	92916925	NRED	2261
ENST00000365542	AC083799.2	1	1.069	chr3	+	129537774	129537876	Ensembl	102
ENST00000454627	AC007790.3	1	1.069	chr7	-	133412120	133412487	Ensembl	367
ENST00000514008	RP11-2H3.2	1	1.069	chr4	+	387322	387447	Ensembl	125
G44304		1	1.069	chr8	+	144916718	144916850	predicted	132
G44331		1	1.069	chr12	-	51637220	51637461	predicted	241
ENST00000453328	AC079337.1	1	1.069	chr2	+	98443710	98444013	Ensembl	273
ENST00000424704	RP11-120D12.2	1	1.069	chr1	+	157830986	157831250	Ensembl	264
ENST00000484004	RP5-871P9.1	1	1.069	chr1	-	97049976	97050283	Ensembl	307
ENST00000413478	AC097533.1	1	1.069	chr4	-	122998994	122999473	Ensembl	479
AY358236		1	1.069	chr9	-	92277896	92287896	predicted	836
ENST00000423899	XXbac-BPG55C20.1	1	1.069	chr6	-	58246061	58256569	Ensembl	672
ENST00000421735	U73167.7	1	1.069	chr3	-	50304072	50304803	Ensembl	338
BC013641		1	1.069	chr8	+	143701733	143702423	predicted	719
ENST00000384322	AC079135.1	1	1.069	chr2	-	237061714	237061816	Ensembl	102
ENST00000441336	RP11-273F15.1	1	1.069	chr13	-	22687257	22687477	Ensembl	220
ENST00000437270	RP13-467E5.1	1	1.069	chr9	-	140535437	140535999	Ensembl	562
ENST00000384347	AC108022.1	1	1.069	chr4	-	37701516	37701624	Ensembl	108
ENST00000440726	RP11-567G11.1	1	1.069	chr3	+	187166632	187167238	Ensembl	246
ENST00000474540	RP11-832N8.1	1	1.069	chr11	+	107779145	107779490	Ensembl	345
ENST00000416593	AC004012.1	1	1.069	chr7	+	95101146	95103310	Ensembl	534
ENST00000366289	AL359697.1	1	1.069	chr10	+	22183276	22183445	Ensembl	165
ENST00000509939	RP11-696N14.1	1	1.069	chr4	+	100212092	100222455	Ensembl	677
ENST00000444633	RP11-379D21.3	1	1.069	chr10	+	100807395	100808076	Ensembl	681
AF083120		1	1.069	chr11	+	62321164	62321291	predicted	158
ENST00000372993	AC074375.1	1	1.069	chr2	-	42907227	42907419	Ensembl	192
ENST00000434399	AC005154.6	1	1.069	chr7	-	30555924	30602441	Ensembl	1217
ENST00000417241	RP11-475E11.5	1	1.069	chr1	+	109399865	109400962	Ensembl	441
G36723		1	1.069	chr7	-	89864481	89864931	predicted	450
ENST00000446770	RP11-383H17.3	1	1.069	chr13	-	98639203	98639470	Ensembl	267
ENST00000320430	AC116654.7	1	1.069	chr2	+	89400713	89400949	Ensembl	234
uc002hgd.1	AF086476	1	1.069	chr17	+	29351202	29358601	UCSC_kg	266
ENST00000442493	RP11-73B2.3	1	1.069	chr7	-	62854126	62854487	Ensembl	361
ENST00000434763	RP11-66N11.5	1	1.069	chrX	-	152869951	152870803	Ensembl	852
ENST00000457369	AC104809.4	1	1.069	chr2	-	241894440	241898771	Ensembl	800
uc001zvn.1	C15orf21	1	1.069	chr15	+	45803333	45848928	UCSC_kg	1682
ENST00000454543	AC009952.1	1	1.069	chrY	-	9003693	9005311	Ensembl	1618
AF085934		1	1.069	chr2	-	231330480	231330918	predicted	449
ENST00000510589	RP11-294J22.5	1	1.069	chr17	-	48874726	48875012	Ensembl	286
ENST00000451579	AC009878.2	1	1.069	chr15	+	26640218	26691921	Ensembl	606
G36791		1	1.069	chr1	+	207924164	207924446	predicted	282
uc003hlv.2	AK123913	1	1.069	chr4	+	80413746	80497612	UCSC_kg	2052
uc002fqv.2	AK311115	1	1.069	chr16	+	90234330	90235598	UCSC_kg	1171
ENST00000504259	CTD-2061E19.5	1	1.069	chr5	+	90676213	90734902	Ensembl	737
ENST00000451203	AC104843.3	1	1.069	chr7	-	152299297	152299977	Ensembl	319
ENST00000510236	RP11-529E10.8	1	1.069	chr4	+	3546614	3550523	Ensembl	594
ENST00000504420	RP1-247F3.1	1	1.069	chr5	-	130597013	130597300	Ensembl	287
ENST00000418902	PMCHL1	1	1.069	chr5	+	22142460	22152465	Ensembl	1917
ENST00000457191	CICP6	1	1.069	chr3	-	197950367	197953181	Ensembl	2729
ENST00000417301	RP11-460E7.5	1	1.069	chr9	-	70334348	70337925	Ensembl	885
ENST00000443558	RP11-104G3.2	1	1.069	chr9	+	41954579	41955037	Ensembl	458
ENST00000468681	RP1-273G13.1	1	1.069	chr8	-	33716997	33717741	Ensembl	744
ENST00000444895	RP11-73E6.2	1	1.069	chr9	+	20532549	20533337	Ensembl	788
ENST00000441723	AC007731.1	1	1.069	chr22	+	20692508	20706406	Ensembl	475
HIT000387209_03		1	1.069	chr17	+	43592144	43592395	HinvDB	251
AF088064		1	1.069	chr5	+	172398011	172398461	predicted	459
BC040715		1	1.069	chr8	-	144638995	144640401	RNAdb	1380
ENST00000440885	RP11-448G4.4	1	1.069	chr1	+	197726448	197731095	Ensembl	247
